Index,Col1,Col2,Col3,Date,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25
,120846,220846,320846,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120847,220847,320847,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120848,220848,320848,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120849,220849,320849,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120850,220850,320850,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120851,220851,320851,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120852,220852,320852,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120853,220853,320853,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120854,220854,320854,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120855,220855,320855,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120856,220856,320856,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120857,220857,320857,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120858,220858,320858,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120859,220859,320859,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120860,220860,320860,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120861,220861,320861,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120862,220862,320862,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120863,220863,320863,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120864,220864,320864,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120865,220865,320865,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120866,220866,320866,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120867,220867,320867,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120868,220868,320868,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120869,220869,320869,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120870,220870,320870,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120871,220871,320871,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120872,220872,320872,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120873,220873,320873,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120874,220874,320874,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120875,220875,320875,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120876,220876,320876,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120877,220877,320877,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120878,220878,320878,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120879,220879,320879,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120880,220880,320880,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120881,220881,320881,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120882,220882,320882,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120883,220883,320883,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120884,220884,320884,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120885,220885,320885,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120886,220886,320886,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120887,220887,320887,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120888,220888,320888,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120889,220889,320889,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120890,220890,320890,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120891,220891,320891,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120892,220892,320892,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120893,220893,320893,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120894,220894,320894,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120895,220895,320895,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,120896,220896,320896,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120897,220897,320897,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120898,220898,320898,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120899,220899,320899,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120900,220900,320900,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120901,220901,320901,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120902,220902,320902,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120903,220903,320903,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120904,220904,320904,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120905,220905,320905,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120906,220906,320906,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120907,220907,320907,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120908,220908,320908,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120909,220909,320909,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120910,220910,320910,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120911,220911,320911,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120912,220912,320912,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120913,220913,320913,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120914,220914,320914,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120915,220915,320915,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120916,220916,320916,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120917,220917,320917,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120918,220918,320918,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120919,220919,320919,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120920,220920,320920,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120921,220921,320921,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120922,220922,320922,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120923,220923,320923,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120924,220924,320924,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120925,220925,320925,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120926,220926,320926,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120927,220927,320927,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120928,220928,320928,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120929,220929,320929,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120930,220930,320930,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120931,220931,320931,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120932,220932,320932,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120933,220933,320933,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120934,220934,320934,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120935,220935,320935,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120936,220936,320936,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120937,220937,320937,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120938,220938,320938,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120939,220939,320939,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120940,220940,320940,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120941,220941,320941,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120942,220942,320942,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120943,220943,320943,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120944,220944,320944,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120945,220945,320945,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120946,220946,320946,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120947,220947,320947,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120948,220948,320948,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120949,220949,320949,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120950,220950,320950,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120951,220951,320951,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120952,220952,320952,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120953,220953,320953,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120954,220954,320954,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120955,220955,320955,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120956,220956,320956,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120957,220957,320957,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120958,220958,320958,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120959,220959,320959,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120960,220960,320960,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120961,220961,320961,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120962,220962,320962,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120963,220963,320963,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120964,220964,320964,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120965,220965,320965,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120966,220966,320966,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120967,220967,320967,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120968,220968,320968,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120969,220969,320969,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120970,220970,320970,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120971,220971,320971,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120972,220972,320972,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120973,220973,320973,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120974,220974,320974,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120975,220975,320975,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120976,220976,320976,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120977,220977,320977,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120978,220978,320978,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120979,220979,320979,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120980,220980,320980,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120981,220981,320981,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120982,220982,320982,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120983,220983,320983,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120984,220984,320984,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120985,220985,320985,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120986,220986,320986,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120987,220987,320987,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120988,220988,320988,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120989,220989,320989,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120990,220990,320990,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120991,220991,320991,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120992,220992,320992,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120993,220993,320993,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120994,220994,320994,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120995,220995,320995,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120996,220996,320996,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120997,220997,320997,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120998,220998,320998,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,120999,220999,320999,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121000,221000,321000,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121001,221001,321001,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121002,221002,321002,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121003,221003,321003,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121004,221004,321004,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121005,221005,321005,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121006,221006,321006,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121007,221007,321007,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121008,221008,321008,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121009,221009,321009,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121010,221010,321010,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121011,221011,321011,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121012,221012,321012,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121013,221013,321013,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121014,221014,321014,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121015,221015,321015,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121016,221016,321016,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121017,221017,321017,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121018,221018,321018,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121019,221019,321019,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121020,221020,321020,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121021,221021,321021,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121022,221022,321022,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121023,221023,321023,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121024,221024,321024,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121025,221025,321025,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121026,221026,321026,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121027,221027,321027,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121028,221028,321028,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121029,221029,321029,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121030,221030,321030,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121031,221031,321031,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121032,221032,321032,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121033,221033,321033,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121034,221034,321034,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121035,221035,321035,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121036,221036,321036,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121037,221037,321037,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121038,221038,321038,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121039,221039,321039,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121040,221040,321040,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121041,221041,321041,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121042,221042,321042,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121043,221043,321043,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121044,221044,321044,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121045,221045,321045,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121046,221046,321046,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121047,221047,321047,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121048,221048,321048,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121049,221049,321049,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121050,221050,321050,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121051,221051,321051,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121052,221052,321052,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121053,221053,321053,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121054,221054,321054,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121055,221055,321055,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121056,221056,321056,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121057,221057,321057,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121058,221058,321058,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121059,221059,321059,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121060,221060,321060,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121061,221061,321061,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121062,221062,321062,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121063,221063,321063,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121064,221064,321064,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121065,221065,321065,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121066,221066,321066,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121067,221067,321067,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121068,221068,321068,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121069,221069,321069,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121070,221070,321070,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121071,221071,321071,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121072,221072,321072,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121073,221073,321073,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121074,221074,321074,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121075,221075,321075,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121076,221076,321076,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121077,221077,321077,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121078,221078,321078,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121079,221079,321079,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121080,221080,321080,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121081,221081,321081,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121082,221082,321082,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121083,221083,321083,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121084,221084,321084,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121085,221085,321085,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121086,221086,321086,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,121087,221087,321087,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121088,221088,321088,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121089,221089,321089,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121090,221090,321090,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121091,221091,321091,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121092,221092,321092,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121093,221093,321093,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121094,221094,321094,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121095,221095,321095,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121096,221096,321096,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121097,221097,321097,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121098,221098,321098,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121099,221099,321099,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121100,221100,321100,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121101,221101,321101,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121102,221102,321102,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121103,221103,321103,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121104,221104,321104,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121105,221105,321105,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121106,221106,321106,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121107,221107,321107,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121108,221108,321108,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121109,221109,321109,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121110,221110,321110,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121111,221111,321111,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121112,221112,321112,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121113,221113,321113,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121114,221114,321114,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121115,221115,321115,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121116,221116,321116,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121117,221117,321117,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121118,221118,321118,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121119,221119,321119,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121120,221120,321120,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121121,221121,321121,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121122,221122,321122,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121123,221123,321123,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121124,221124,321124,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121125,221125,321125,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121126,221126,321126,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121127,221127,321127,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121128,221128,321128,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121129,221129,321129,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121130,221130,321130,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121131,221131,321131,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121132,221132,321132,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121133,221133,321133,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121134,221134,321134,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121135,221135,321135,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121136,221136,321136,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121137,221137,321137,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121138,221138,321138,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121139,221139,321139,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121140,221140,321140,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121141,221141,321141,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121142,221142,321142,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121143,221143,321143,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121144,221144,321144,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121145,221145,321145,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121146,221146,321146,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121147,221147,321147,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121148,221148,321148,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121149,221149,321149,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121150,221150,321150,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121151,221151,321151,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121152,221152,321152,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121153,221153,321153,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121154,221154,321154,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121155,221155,321155,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121156,221156,321156,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121157,221157,321157,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121158,221158,321158,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121159,221159,321159,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121160,221160,321160,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121161,221161,321161,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121162,221162,321162,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121163,221163,321163,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121164,221164,321164,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121165,221165,321165,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121166,221166,321166,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121167,221167,321167,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121168,221168,321168,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121169,221169,321169,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121170,221170,321170,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121171,221171,321171,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121172,221172,321172,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121173,221173,321173,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121174,221174,321174,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121175,221175,321175,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121176,221176,321176,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121177,221177,321177,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121178,221178,321178,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121179,221179,321179,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121180,221180,321180,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121181,221181,321181,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121182,221182,321182,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121183,221183,321183,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121184,221184,321184,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121185,221185,321185,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121186,221186,321186,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121187,221187,321187,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121188,221188,321188,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121189,221189,321189,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121190,221190,321190,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121191,221191,321191,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121192,221192,321192,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121193,221193,321193,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121194,221194,321194,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121195,221195,321195,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121196,221196,321196,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121197,221197,321197,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121198,221198,321198,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121199,221199,321199,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121200,221200,321200,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,121201,221201,321201,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
