"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C12341655","Verify user able to create a new branch with a / from Create a project from git checkout","Dinesh Babu","4/27/2023 5:47 AM","","User should be successfully able to create a branch","16s","GitHub","Dinesh Babu","","Medium","STU-2403","4.33","STU-2403: [CI/CD] Add create branch functionality to new """"Create Project from Git Checkout""""","","","","","","","","","Master","S1"," In Progress","Other","Dinesh Babu","11/1/2023 9:54 AM"
"C12341656","GHES: Verify user able to create a new branch with a / from Create a project from git checkout","Dinesh Babu","4/27/2023 5:49 AM","","User should be successfully able to create a new branch","","GitHub","Dinesh Babu","","Medium","STU-2403","4.33","STU-2403: [CI/CD] Add create branch functionality to new """"Create Project from Git Checkout""""","","","","","","","","","Master","S1"," In Progress","Other","Pavan V","8/25/2023 9:38 AM"
"C12341657","Verify user able to create a new branch with a / from Create a project from git checkout","Dinesh Babu","4/27/2023 5:50 AM","","User should be successfully able to create a new branch","22s"," Azure","Dinesh Babu","","Medium","STU-2403","4.33","STU-2403: [CI/CD] Add create branch functionality to new """"Create Project from Git Checkout""""","","","","","","","","","Master","S1"," In Progress","Other","Dinesh Babu","11/1/2023 9:56 AM"
"C12340264","Verfiy user able to commit more than 1000 files to Git","Dinesh Babu","3/30/2023 8:21 AM","","1. Error message """"Too many files (including hidden git objects) in project ''to commit to Git: %s ''(1001 is larger than 1000)"""" should be displayed","24s","GitHub","Pavan V","1. Github repo have 1000 files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add an asset to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12340265","Verify user able to commit  file when 1000 files in Git including folder with number of files","Dinesh Babu","3/30/2023 8:21 AM","","1. Error message """"Too many files (including hidden git objects) in project ''to commit to Git: %s ''(1001 is larger than 1000)"""" should be displayed","26s","GitHub","Pavan V","1. Github repo have 1000 files including folder with number of files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add 1 assets to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12340266","Verfiy user able to commit  2 files to Git when 999 files are there in Git","Dinesh Babu","3/30/2023 8:21 AM","","1. Error message """"Too many files (including hidden git objects) in project ''to commit to Git: %s ''(1001 is larger than 1000)"""" should be displayed","28s","GitHub","Pavan V","1. Github repo have 999 files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add 2 assets to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12340267","Verfiy user able to commit  1 files to Git when 999 files are there in Git including a folder with 10 files","Dinesh Babu","3/30/2023 8:21 AM","","1. User should be successfully able to commit to repo","32s","GitHub","Pavan V","1. Github repo have 999 files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add an asset to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12340268","GHES: Verfiy user able to commit more than 1000 files to Git","Dinesh Babu","3/30/2023 8:21 AM","","1. Error message """"Too many files (including hidden git objects) in project ''to commit to Git: %s ''(1001 is larger than 1000)"""" should be displayed","","GitHub","Pavan V","1. GHES repo have 1000 files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add an asset to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12340269","GHES: Verify user able to commit  file when 1000 files in Git including folder with number of files","Dinesh Babu","3/30/2023 8:21 AM","","1. Error message """"Too many files (including hidden git objects) in project ''to commit to Git: %s ''(1001 is larger than 1000)"""" should be displayed","","GitHub","Pavan V","Ghes repo have 1000 files including folder with number of files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","Checkout the Repo to a Project
Add 1 assets to the project
Add the asset to repo
Commit the changes","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12340270","GHES: Verfiy user able to commit  2 files to Git when 999 files are there in Git","Dinesh Babu","3/30/2023 8:21 AM","","1. Error message """"Too many files (including hidden git objects) in project ''to commit to Git: %s ''(1001 is larger than 1000)"""" should be displayed","","GitHub","Pavan V","1. GHES repo have 999 files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add 2 assets to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12340271","GHES: Verify user able to commit  1 files to Git when 999 files are there in Git including a folder with 10 files","Dinesh Babu","3/30/2023 8:21 AM","","1. User should successfully commit to Repo","","GitHub","Pavan V","1. GHES repo have 999 files","High","STU-1716","4.32.2.0","STU-1716: Prevent user from committing over git file limit","","1. Checkout the Repo to a Project
2. Add an asset to the project
3. Add the asset to repo
4. Commit the changes","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045412","Verify that a Git branch is successfully created and Status code 200 is returned for the Private API Post request.","Dinesh Babu","9/19/2022 11:52 PM","","1. 200 should be returned as Status code.
2. Git branch should be successfully created on the GitHub","3s","GitHub","Pavan V","1. User connected to GitHub

","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API POST request 
/api/2/<org_snode_id>/rest/project/git-branch/<project_path>
2. Body: {""""branch_name"""": """"branch_001""""}
3. Navigate to the Repository on GitHub
4. Click on branch","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045413","Verify that a Git branch is successfully created and Status code 200 is returned for the Private API Post request.","Dinesh Babu","9/19/2022 11:52 PM","","1. 200 should be returned as Status code.
2. Git branch should be successfully created on the GHES and should be reflected in the response.","","GitHub","Pavan V","1. User connected to GHES
2. User commited a change to GHES","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API POST request /api/2//rest/project/git-branch/ 
2. Body: {""""branch_name"""": """"branch_001""""}

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045414","Verify that the created Git branch is displayed in the response message and Status code 200 is returned for the Private API GET request.","Dinesh Babu","9/19/2022 11:52 PM","","1. 200 should be returned as Status code.
2. Git branch should be created and ref and sha details should be displayed in the response message","","GitHub","Dinesh Babu","1. User connected to GitHub

","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API GET request 
/api/2//rest/project/git-branch/&lt;project path&gt;","","","","","","","Master","S1","Obsolete","UI","Anumeha Singh","11/16/2022 2:33 AM"
"C12045416","Verfiy that 409 status code is returned when trying to create a Git branch by using an existing tag name through Private API on GitHub","Dinesh Babu","9/19/2022 11:52 PM","","1. Status code 409 should be returned","3s","GitHub","Pavan V","1. User connected to GitHub","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API request 
/api/2/<org_snode_id>/rest/project/git-branch/<project_path>
2. {""""branch_name"""": """"branch_001""""}","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045417","Verfiy that 409 status code is returned when trying to create a Git branch by using an existing branch name through Private API on GHES","Dinesh Babu","9/19/2022 11:52 PM","","1. Status code 409 should be returned","","GitHub","Pavan V","1. User connected to GHES","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API request 
/api/2/<org_snode_id>/rest/project/git-branch/<project_path>
2. {""""branch_name"""": """"branch_001""""}","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045418","Verify that a Git branch is successfully created and Status code 200 is returned for the Public API Post request.","Dinesh Babu","9/19/2022 11:52 PM","","1. 200 should be returned as Status code.
2. Git branch should be successfully created on the GitHub","3s","GitHub","Pavan V","1. User connected to GitHub
2. User commited a change to GitHub","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API POST request 
/api/1/rest/project/git-branch/<project_path>
2. Body: {""""branch_name"""": """"branch_001""""}
3. Navigate to the Repository on GitHub
4. Click on branch","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045419","Verify that a Git branch is successfully created and Status code 200 is returned for the Public API Post request.","Dinesh Babu","9/19/2022 11:52 PM","","1. 200 should be returned as Status code.
2. Git branch should be successfully created on the GHES and should be reflected in the response.","","GitHub","Pavan V","1. User connected to GHES
2. User commited a change to GHES","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API POST request /api/1/rest/project/git-branch/
2. Body: {""""branch_name"""": """"branch_001""""}

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045422","Verfiy that 409 status code is returned when trying to create a Git branch by using an existing branch name through Public API on GitHub","Dinesh Babu","9/19/2022 11:52 PM","","1. Status code 409 should be returned","4s","GitHub","Pavan V","1. User connected to GitHub","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API request 
/api/1/rest/project/git-branch/<project_path>
2. {""""branch_name"""": """"branch_001""""}","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045423","Verfiy that 409 status code is returned when trying to create a Git branch by using an existing branch name through Public API on GHES","Dinesh Babu","9/19/2022 11:52 PM","","1. Status code 409 should be returned","","GitHub","Pavan V","1. User connected to GHES","High","STU-761","4.30.2.0","STU-761: Allow creation of Git branches from Snaplogic Public API","","1. Hit the API request 
/api/1/rest/project/git-branch/<project_path>
2. {""""branch_name"""": """"branch_001""""}","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045424","Verify that a Git Tag is successfully created and Status code 200 is returned for the Private API Post request.","Dinesh Babu","9/19/2022 11:54 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GitHub","4s","GitHub","Pavan V","1. User connected to GitHub
2. User commited a change to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request 
/api/2/<org_snode_id>/rest/project/git-tag/<project_path>
2. Body: {""""tag"""": """"Tag_01""""}
3. Navigate to the Repository on GitHub
4. Click on Tags","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045425","Verify that a Git Tag is successfully created and Status code 200 is returned for the Private API Post request.","Dinesh Babu","9/19/2022 11:54 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GHES and should be reflected in the response.","","GitHub","Pavan V","1. User connected to GHES
2. User commited a change to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request /api/2//rest/project/git-tag/ 
2. Body: {""""tag"""": """"Tag_01""""}

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045426","Verify that the created Git Tag is displayed in the response message and Status code 200 is returned for the Private API GET request.","Dinesh Babu","9/19/2022 11:54 PM","","1. 200 should be returned as Status code.
2. Git Tag should be displayed along with the commit details","4s","GitHub","Pavan V","1. User connected to GitHub
2. User commited a change to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API GET request 
/api/2/<org_snode_id>/rest/project/git-tag/<project_path>","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045427","Verify that the created Git Tag is displayed in the response message and Status code 200 is returned for the Private API GET request.","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be displayed along with the commit details","","GitHub","Pavan V","1. User connected to GHES
2. User commited a change to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API GET request 
/api/2/<org_snode_id>/rest/project/git-tag/<project_path>","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045428","Verify that user is able to create more than one Git Tag for a single commit on GitHub through Private API","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GitHub","9s","GitHub","Pavan V","1. User connected to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request 
/api/2/<org_snode_id>/rest/project/git-tag/<project_path>
2. Body: {""""tag"""": """"Tag_02""""}
3. Navigate to the Repository on GitHub
4. Click on Tags","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045429","Verify that user is able to create more than one Git Tag for a single commit on GHES through Private API","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GitHub and should be reflected in the response.","","GitHub","Pavan V","1. User connected to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request 
/api/2//rest/project/git-tag/
2. Body: {""""tag"""": """"Tag_02""""}

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045430","Verfiy that 409 status code is returned when trying to create a Git Tag by using an existing tag name through Private API on GitHub","Dinesh Babu","9/19/2022 11:55 PM","","1. Status code 409 should be returned","3s","GitHub","Pavan V","1. User connected to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API request 
/api/2/<org_snode_id>/rest/project/git-tag/<project_path>
2. {""""tag"""": """"Tag_01""""}","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045431","Verfiy that 409 status code is returned when trying to create a Git Tag by using an existing tag name through Private API on GHES","Dinesh Babu","9/19/2022 11:55 PM","","1. Status code 409 should be returned","","GitHub","Pavan V","1. User connected to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API request 
/api/2/<org_snode_id>/rest/project/git-tag/<project_path>
2. {""""tag"""": """"Tag_01""""}","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045432","Verify that a Git Tag is successfully created and Status code 200 is returned for the Public API Post request.","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GitHub","4s","GitHub","Pavan V","1. User connected to GitHub
2. User commited a change to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request 
/api/1/rest/project/git-tag/<project_path>
2. Body: {""""tag"""": """"Tag_01""""}
3. Navigate to the Repository on GitHub
4. Click on Tags","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045433","Verify that a Git Tag is successfully created and Status code 200 is returned for the Public API Post request.","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GHES and should be reflected in the response.","","GitHub","Pavan V","1. User connected to GHES
2. User commited a change to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request /api/1/rest/project/git-tag/
2. Body: {""""tag"""": """"Tag_01""""}

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045434","Verify that the created Git Tag is displayed in the response message and Status code 200 is returned for the Public API GET request.","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be displayed along with the commit details","4s","GitHub","Pavan V","1. User connected to GitHub
2. User commited a change to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API GET request 
/api/1/rest/public/project/git-tag/","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045435","Verify that the created Git Tag is displayed in the response message and Status code 200 is returned for the Public API GET request.","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be displayed along with the commit details","","GitHub","Pavan V","1. User connected to GHES
2. User commited a change to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API GET request 
/api/1/rest/project/git-tag/<project_path>","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045436","Verify that user is able to create more than one Git Tag for a single commit on GitHub through Public API","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GitHub and response should contain the tag name.","13s","GitHub","Pavan V","1. User connected to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request 
/api/1/rest/public/project/git-tag/
2. Body: {""""tag"""": """"Tag_02""""}

","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045437","Verify that user is able to create more than one Git Tag for a single commit on GHES through Public API","Dinesh Babu","9/19/2022 11:55 PM","","1. 200 should be returned as Status code.
2. Git Tag should be successfully created on the GHES and should be  reflected in the response.","","GitHub","Pavan V","1. User connected to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API POST request 
/api/1/rest/project/git-tag/
2. Body: {""""tag"""": """"Tag_02""""}

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045438","Verfiy that 409 status code is returned when trying to create a Git Tag by using an existing tag name through Public API on GitHub","Dinesh Babu","9/19/2022 11:55 PM","","1. Status code 409 should be returned","3s","GitHub","Pavan V","1. User connected to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API request 
/api/1/rest/project/git-tag/<project_path>
2. {""""tag"""": """"Tag_01""""}","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045439","Verfiy that 409 status code is returned when trying to create a Git Tag by using an existing tag name through Public API on GHES","Dinesh Babu","9/19/2022 11:55 PM","","1. Status code 409 should be returned","","GitHub","Pavan V","1. User connected to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the API request 
/api/1/rest/project/git-tag/<project_path>
2. {""""tag"""": """"Tag_01""""}","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12045440","Verify that response map is empty when hitting GET API request after doing a commit in Github","Dinesh Babu","9/19/2022 11:55 PM","","1. Status code 200 should be returned
2. Previously created Tags shouldn't be displayed","8s","GitHub","Pavan V","1. User connected to GitHub","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the GET API request 
/api/1/rest/project/git-tag/<project_path>","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12045441","Verify that response map is empty when hitting GET API request after doing a commit in GHES","Dinesh Babu","9/19/2022 11:55 PM","","1. Status code 200 should be returned
2. Previously created Tags shouldn't be displayed","","GitHub","Pavan V","1. User connected to GHES","High","STU-1078","4.30.2.0","STU-1078: Allow creation of Git tags from Snaplogic Public API","","1. Hit the GET API request 
/api/1/rest/project/git-tag/&lt;path&gt;","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12283851","Verify that user is able to create a project with the Public API /api/1/rest/public/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1. 200 should be returned as Status code.
2. The Project should be successfully created from the Repo and branch that is passed
3. The Project assets and the assets in the response message should match with the branch that is used to checkout","9s","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12283852","Verify that the project is not created when not passing the Repo and branch details along with the Public API /api/1/rest/public/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 400 should be returned as Status code.
2. The error message """"Expecting body argument for endpoint create_project_from_branch: (repo or ref)"""" should be displayed","","GitHub","Pavan V","1. Repo and branchname not passed in body","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," Manual","UI","Pavan V","1/22/2023 10:44 PM"
"C12283853","Verify that the project is not created when passing the Repo and branch details that the user dont have access to along with the Public API /api/1/rest/public/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 404 should be returned as Status code.
2. The Project should not be present in projectsapce.","9s","GitHub","Pavan V","1. User dont have the access to Repo and branchname that is passed","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/
2.Project should not be created.","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12283854","Verify that user is not able to create a project with the Public API /api/1/rest/public/project/create-project/<path:project_path> if the project already exists","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 409 should be returned as Status code.
2. The Project should not be created","3s","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12283855","Verify that user is able to create a project with the Private API /api/2/<org_snode_id>/rest/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1. 200 should be returned as Status code.
2. The Project should be successfully created from the Repo and branch that is passed
3. The Project assets and the assets in the response message should match with the branch that is used to checkout","7s","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/2/<org_snode_id>/rest/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12283856","Verify that user is not able to create a project with the Private API /api/2/<org_snode_id>/rest/project/create-project/<path:project_path> if the project already exists","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 409 should be returned as Status code.

","1s","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/2//rest/project/create-project/

","","","","","","","Master","S1"," In Progress","API","Dinesh Babu","11/1/2023 9:54 AM"
"C12283857","GHES: Verify that user is able to create a project with the Public API /api/1/rest/public/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1. 200 should be returned as Status code.
2. The Project should be successfully created from the Repo and branch that is passed
3. The Project assets and the assets in the response message should match with the branch that is used to checkout","","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12283858","GHES: Verify that the project is not created when not passing the Repo and branch details along with the Public API /api/1/rest/public/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 400 should be returned as Status code.
2. The error message """"Expecting body argument for endpoint create_project_from_branch: (repo or ref)"""" should be displayed","","GitHub","Pavan V","1. Repo and branchname not passed in body","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," Manual","API","Pavan V","1/22/2023 10:36 PM"
"C12283859","GHES: Verify that the project is not created when passing the Repo and branch details that the user dont have access to along with the Public API /api/1/rest/public/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 404 should be returned as Status code.
2. The Project should not be created","","GitHub","Pavan V","1. User dont have the access to Repo and branchname that is passed","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12283860","GHES: Verify that user is not able to create a project with the Public API /api/1/rest/public/project/create-project/<path:project_path> if the project already exists","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 409 should be returned as Status code.
2. The Project should not be created","","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/1/rest/public/project/create-project/

","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12283861","GHES: Verify that user is able to create a project with the Private API /api/2/<org_snode_id>/rest/project/create-project/<path:project_path>","Dinesh Babu","11/17/2022 10:39 AM","","1. 200 should be returned as Status code.
2. The Project should be successfully created from the Repo and branch that is passed
3. The Project assets and the assets in the response message should match with the branch that is used to checkout","","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/2/<org_snode_id>/rest/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
"C12283862","GHES: Verify that user is not able to create a project with the Private API /api/2/<org_snode_id>/rest/project/create-project/<path:project_path> if the project already exists","Dinesh Babu","11/17/2022 10:39 AM","","1.  Error 409 should be returned as Status code.
2. The Project should not be created","","GitHub","Pavan V","1. Body: {
             """"repo"""": """"Repo"""",
             """"ref"""": """"branchname""""
                }","High","STU-1475","4.31.1.0","STU-1475: Public API - Create a Project from Git checkout","","1. Hit the POST API request /api/2/<org_snode_id>/rest/project/create-project/<path:project_path>
2. Naviagte to Managers page in Snaplogic UI
3. Expand the Project Space through above path","","","","","","","Master","S1"," In Progress","API","Pavan V","8/25/2023 9:39 AM"
